feedback_id,event_id,user_id,thumbs,reason_tag,free_text,created_at
fb_ba87ef90f5c44a3b,ev_1f6aca8bfc4c4c86,u_00487,1,,,2026-02-11T07:02:37.573671+00:00
fb_7f867d1d510843c6,ev_63e8c208ad374431,u_00640,1,,,2026-02-08T00:40:55.723747+00:00
fb_f4ec0907497540b1,ev_5223a71a69974c3c,u_00362,1,,,2026-02-21T08:02:15.370955+00:00
fb_4085b4b6c9e847ea,ev_b79bffa4df334f9b,u_00007,1,,,2026-03-12T16:15:20.362983+00:00
fb_ade91a76a3154f1b,ev_2cba6ffbbf66414b,u_00676,1,,,2026-03-03T02:36:28.053710+00:00
fb_9605e29c209e41c9,ev_254b55f5d1d1424f,u_00649,1,,,2026-03-10T13:21:26.607939+00:00
fb_0468f9c9f5df49ae,ev_49fb1b42d1af4918,u_00019,-1,slow,,2026-02-27T10:25:44.071082+00:00
fb_e1395146b14644ef,ev_53ebe83ba599449f,u_00297,1,,,2026-02-23T17:39:12.583774+00:00
fb_06fc731e31b04b74,ev_e87ef61f14ab4445,u_00466,1,,,2026-02-19T10:56:09.142814+00:00
fb_186dcd9ec291413f,ev_01984ecf665b4458,u_00433,1,,,2026-03-09T08:48:11.673049+00:00
fb_03d82d298a3042f1,ev_ea30db9550a44e52,u_00617,1,,,2026-03-05T12:39:40.620297+00:00
fb_5db9422180604282,ev_98b6a8175b454006_orphan,u_00552,-1,other,,2026-03-08T00:00:00+00:00
fb_55e9446ba85e464a,ev_e372bcb21910467a,u_00417,-1,incomplete,,2026-04-11T11:02:02.828282+00:00
fb_fca00af02c624327,ev_eec3dad640ae42a9,u_00285,1,,,2026-02-27T19:24:41.173114+00:00
fb_5951cf307f284d40,ev_cfdfc16f746b410c,u_00412,1,,,2026-02-13T19:55:31.945563+00:00
fb_72a9d473460b4fa1,ev_a0ba702e9c3045e2,u_00652,1,,,2026-03-22T00:33:48.189118+00:00
fb_5d699612e5bc4853,ev_2251a346e2204300,u_00314,1,,,2026-02-12T12:38:31.649296+00:00
fb_ec37f722309c4fea,ev_2cdbf9c512cc47ce,u_00414,-1,wrong_answer,,2026-02-05T14:53:08.764722+00:00
fb_fa2b4a3fe89a44f3,ev_89a3b325fb194b92,u_00593,1,,,2026-03-26T21:59:12.199164+00:00
fb_96359584a58e45a4,ev_6a90de1dfc1d463d,u_00403,1,,,2026-03-12T11:20:22.231289+00:00
fb_cb68cf4a47004bd4,ev_586c4bfeb73e4681,u_00407,1,,,2026-03-05T22:19:01.786252+00:00
fb_936e3801a1c14662,ev_e0433b5daea24b2e,u_00096,1,,,2026-02-17T10:10:44.642599+00:00
fb_8bfe7ca285724a43,ev_29feb503b39540e2,u_00108,-1,other,,2026-03-18T23:42:53.747274+00:00
fb_c6fe275a727d47c5,ev_b8f410712cd34df2,u_00384,1,,,2026-02-24T17:16:00.845231+00:00
fb_72d174625969469e,ev_0526a2baf2a34096,u_00051,1,,,2026-03-11T05:18:08.381261+00:00
fb_658f48a06d9648d1,ev_2975ae0bd69147a7,u_00449,1,,,2026-02-25T13:57:53.676286+00:00
fb_72480f7a8caa4ad1,ev_501975a4175645ca,u_00131,1,,,2026-03-26T11:37:48.575676+00:00
fb_cf5955e65e024f50,ev_a7d857553b88421b,u_00394,-1,hallucination,,2026-04-07T00:19:54.873322+00:00
fb_174672cd25564dcb,ev_a9fd67b1cfab40a3,u_00433,1,,,2026-03-01T13:36:50.889113+00:00
fb_75a7f132507f490c,ev_e40f2968cf654f01,u_00424,1,,,2026-02-22T00:31:46.215155+00:00
fb_1596d98dbe8e4975,ev_e1769cd1858a40ef,u_00391,-1,wrong_answer,,2026-04-12T07:07:23.962643+00:00
fb_b457c19c190b404b,ev_25b57ae747f44b1d,u_00102,1,,,2026-03-07T20:14:28.287424+00:00
fb_59f11851b57e4ef6,ev_f18bfb27d51c4d91,u_00353,1,,,2026-03-24T09:44:23.021836+00:00
fb_881547d7e8114464,ev_0c44ede74ff0481b,u_00407,1,,,2026-02-25T23:01:35.235850+00:00
fb_b561d781ad1f41a1,ev_564c35b9adc14046,u_00027,-1,,too generic,2026-02-10T19:28:46.614718+00:00
fb_1c8095966143486b,ev_7b68928058524910,u_00439,1,,,2026-03-16T10:23:57.307783+00:00
fb_7cfcb0fa7615443b,ev_40f708b09f584b64,u_00240,1,,saved me 30 minutes,2026-03-10T05:32:29.127330+00:00
fb_1f9dcc39b01d424d,ev_f9b52b70fe554700,u_00213,-1,wrong_answer,hallucinated a case,2026-03-03T23:11:30.586531+00:00
fb_582c298f600447fe,ev_f8e4d04812714e19,u_00351,-1,incomplete,,2026-02-21T06:32:25.903866+00:00
fb_bfd061d010dd4e68,ev_d6eeb105248c472f,u_00178,1,,,2026-03-31T01:10:10.878291+00:00
fb_56d0e21778e04367,ev_9acd796abf9f456c,u_00398,1,,,2026-02-19T14:50:10.452702+00:00
fb_404fdf601ffa4bc0,ev_9ff4f5c3f43d4273,u_00651,1,,,2026-03-22T23:28:43.291434+00:00
fb_10dcd4b8fc704ffe,ev_e8b1765593464391,u_00645,1,,,2026-03-06T16:45:39.337813+00:00
fb_e656c9a21c424fd4,ev_a9dce45f70a34b18,u_00648,1,,,2026-02-27T02:25:03.979751+00:00
fb_8b0566b38cea42f8,ev_46da07554bb3418d,u_00076,-1,wrong_answer,,2026-03-10T23:52:07.876868+00:00
fb_d81e2b34666842fc,ev_8f976412e8694547,u_00382,1,,,2026-03-02T04:27:49.841235+00:00
fb_604b1b8d76df42ab,ev_600e004a50124ab1,u_00406,1,,,2026-02-23T09:12:54.135143+00:00
fb_1f0c34b080944372,ev_0668ed6d3bc445e0,u_00228,1,,,2026-02-10T23:21:02.579624+00:00
fb_d1743ef57af64756,ev_ddfaa10874734efd,u_00106,-1,wrong_answer,,2026-02-11T18:03:39.883495+00:00
fb_43afe14075a24442,ev_657ed9034bf24cd7,u_00401,1,,,2026-02-21T18:36:14.269660+00:00
fb_cbefcff49dc94908,ev_7299e69cd0c444b7,u_00166,1,,,2026-02-12T13:20:12.784512+00:00
fb_781e6b714b724858,ev_94c54de940124bf9,u_00219,1,,,2026-02-17T04:22:21.106485+00:00
fb_ad90504229364f7a,ev_43bfe54aa15f41aa,u_00646,-1,incomplete,,2026-03-03T11:51:09.769147+00:00
fb_bd4da8d68e7e4ff8,ev_8df4e0462af7411a,u_00095,-1,,,2026-02-17T05:29:05.870601+00:00
fb_50652607461843cb,ev_e90c8b9cff8e423c,u_00035,-1,slow,,2026-02-15T07:55:55.624894+00:00
fb_abe73f31fb76433a,ev_3ce0c1751cc249dc,u_00378,-1,incomplete,missing a key citation,2026-02-18T12:52:55.600725+00:00
fb_fcdc9802c3564e2c,ev_3e9797d7e5a94172,u_00350,1,,,2026-03-03T22:29:21.409433+00:00
fb_4671061257ba4264,ev_883fd06bcfef4bc5,u_00314,1,,,2026-02-26T00:20:50.522135+00:00
fb_488b095bb84f4bb5,ev_378a1caf4576401a,u_00143,1,,,2026-02-28T01:18:02.786190+00:00
fb_18436f382cdc49e6,ev_f7af98edff284528,u_00034,1,,,2026-03-05T06:24:40.729225+00:00
fb_0453ee483a5d464f,ev_a74f994a6c5b47ac,u_00432,1,,,2026-02-17T05:10:06.087608+00:00
fb_adcbc0b7193e47b3,ev_6bcd90c16ff3476a,u_00080,1,,,2026-03-24T21:14:22.225479+00:00
fb_c8b7b77329ec4d68,ev_c0c7ee2117b2467e,u_00039,1,,,2026-02-14T23:52:45.686184+00:00
fb_734181add5204d0c,ev_399c323359f2429b,u_00005,-1,hallucination,,2026-03-01T21:33:11.150574+00:00
fb_91843163bd70447b,ev_ac3832336b4e4502,u_00645,1,,,2026-02-09T09:41:10.850507+00:00
fb_a0d0cd37b70b43b9,ev_9a01390c13fe4451,u_00127,1,,,2026-02-03T10:56:00.569065+00:00
fb_a3f50bb88a3b4549,ev_d3b131dda4134148,u_00395,1,,,2026-03-08T17:17:29.023447+00:00
fb_f0951a5a0c594333,ev_48c3f87b7fbf4f91,u_00150,-1,hallucination,,2026-02-10T01:13:10.912973+00:00
fb_6ef9460ed1144072,ev_5a557a6fe46e4113,u_00415,1,,,2026-03-19T21:32:35.084187+00:00
fb_a2838bc52087466a,ev_8cb0441828ca4cb8,u_00623,-1,slow,,2026-03-20T06:59:10.775723+00:00
fb_a76f881015614b25,ev_3fa1f12985d042c4,u_00134,1,,perfect!,2026-02-24T18:17:02.572909+00:00
fb_5123f60a28af4b84,ev_f40dd0162ad8402e_orphan,u_00553,1,,,2026-02-21T00:00:00+00:00
fb_d9b04508a13b4f94,ev_9638c3b58fec4f95,u_00049,1,,,2026-02-28T05:49:14.881720+00:00
fb_37a19228b7a14e3d,ev_23ba5224be984c0a,u_00566,-1,wrong_answer,,2026-02-24T18:15:40.203644+00:00
fb_6487754abc134cce,ev_b212e4f7a9b847cd,u_00159,1,,,2026-02-22T00:16:19.157565+00:00
fb_1f196683d38343b8,ev_6c6a9af341ba4e94,u_00109,1,,saved me 30 minutes,2026-03-05T14:47:08.375145+00:00
fb_6bf11ea0c07e4332,ev_ff5ea66f5f8d420c,u_00347,1,,,2026-02-15T07:57:06.183994+00:00
fb_8725db322b254b83,ev_128ce921e4944889,u_00195,1,,good citations,2026-02-12T08:42:17.911564+00:00
fb_889ef113b1f142b5,ev_93a9fb3e05614e90,u_00290,1,,,2026-04-06T23:44:14.946434+00:00
fb_658322eb0de94cf8,ev_f908df9f48f44a98,u_00153,1,,,2026-03-04T17:38:37.660401+00:00
fb_4d6de157db60457f,ev_a1a46956c1ec434c,u_00285,1,,,2026-03-21T12:29:25.917896+00:00
fb_71cb207272724207,ev_f2ebc832f52748b8,u_00151,1,,good citations,2026-03-05T09:03:25.028361+00:00
fb_9dade034f77a4c7f,ev_f8a289c343404c1f,u_00604,-1,hallucination,,2026-02-18T08:22:14.645005+00:00
fb_2e18b3f8feaa4c8d,ev_5162b423305c48fd,u_00402,-1,other,,2026-04-05T03:02:23.500661+00:00
fb_18a10878827643b9,ev_297fc6ebeaff4e02,u_00198,1,,,2026-02-24T18:44:47.654028+00:00
fb_6f0d6b1c382346b0,ev_ecdba10169c34b71,u_00070,1,,,2026-04-02T01:49:24.176172+00:00
fb_cd6652e05b1542c9,ev_aa1bc6f629b640cd,u_00041,1,,,2026-04-17T02:39:21.995413+00:00
fb_eb579ce7b9dd4183,ev_68d975e568504a26,u_00274,1,,good citations,2026-03-14T18:01:18.077163+00:00
fb_63515f874dee439d,ev_e1df1f9342654137,u_00509,-1,,,2026-02-12T20:30:37.417473+00:00
fb_25bd9dc3dfc3445a,ev_9d930d94b4f2427c,u_00165,-1,wrong_answer,,2026-02-25T14:04:10.468840+00:00
fb_68460c58b43e4262,ev_e8bb6aacc47340c3,u_00120,1,,good citations,2026-03-11T23:47:38.021454+00:00
fb_97a21f802842487e,ev_e959167e3b564298,u_00608,1,,,2026-02-09T10:14:26.451877+00:00
fb_59706622a7834b0a,ev_b11da52dd37e4dbd,u_00265,1,,,2026-02-23T20:51:53.150243+00:00
fb_6339693c87b84358,ev_49051243f9004b24,u_00496,-1,,missing a key citation,2026-03-07T17:09:30.302428+00:00
fb_61c2fdb040f84bac,ev_b744ecadee874e20,u_00613,1,,,2026-02-25T23:42:54.467072+00:00
fb_bdfe3a9a208d4626,ev_e66ecfb496dd44fc,u_00120,1,,,2026-02-20T23:32:33.145714+00:00
fb_47a4b0c56631405a,ev_5f56d807221745fe,u_00545,1,,,2026-02-21T15:35:47.020792+00:00
fb_d98bb28187334a50,ev_12178f723316477a,u_00266,1,,,2026-03-17T17:13:02.968838+00:00
fb_714354cc86014b8f,ev_55c691c18094474e,u_00648,1,,,2026-02-22T00:52:05.287497+00:00
fb_77762fa40bb5488d,ev_672c5aed6c004e44,u_00532,1,,,2026-02-15T09:15:14.507598+00:00
fb_3b1b60ea96cf42a4,ev_65e1831bf046429d,u_00181,1,,,2026-02-06T04:00:28.288786+00:00
fb_7bc229eaa07c4ad2,ev_dc0ba090e9ed40d1,u_00646,1,,,2026-02-16T14:38:33.593838+00:00
fb_01ff17807e4949cf,ev_2de94909c7774216,u_00009,1,,,2026-02-24T13:28:05.676589+00:00
fb_ce5f1071dc09405b,ev_baab3bfe0d324848,u_00339,1,,,2026-03-06T22:50:31.403656+00:00
fb_29550e63f67c4c3b,ev_eb6680dfbc7f49c7,u_00269,1,,,2026-02-10T08:58:27.100711+00:00
fb_683db9df47bf408f,ev_2205bb15e7354850,u_00373,1,,,2026-03-13T22:40:12.028113+00:00
fb_c7cc26ef63234290,ev_737d75ca5da742cf,u_00121,1,,,2026-02-28T16:01:00.965783+00:00
fb_1e0a20659e104f8a,ev_f376514508aa4825,u_00271,1,,,2026-02-16T08:50:40.455530+00:00
fb_cbb35dea072a45aa,ev_13ffe110851d4541,u_00021,1,,,2026-02-18T16:09:00.745257+00:00
fb_0ed537d4b22242eb,ev_9a3d1dc44be94688,u_00335,1,,,2026-03-16T02:48:40.266092+00:00
fb_55202237d79347da,ev_3ef4725f20874d42,u_00248,1,,,2026-03-12T16:57:03.362617+00:00
fb_b798c989aa8f4360,ev_6d8177c08ad54237_orphan,u_00417,1,,,2026-03-05T00:00:00+00:00
fb_3b03131dc0af429c,ev_868267ebdf8748b3,u_00069,1,,,2026-02-04T22:10:52.070939+00:00
fb_24c7c1bee4e344f2,ev_f8ba9ead473d4c20,u_00469,1,,,2026-03-15T11:23:52.349386+00:00
fb_6416b1945c59455d,ev_79759f0f0bb64331,u_00516,-1,wrong_answer,,2026-02-23T23:51:05.456056+00:00
fb_065744a15a6249e8,ev_04b93982ff9241a6,u_00448,1,,,2026-03-17T08:08:06.081213+00:00
fb_8838faac28624848,ev_df8de6eb32794c1d,u_00030,1,,,2026-03-15T00:30:28.868364+00:00
fb_f3fa3d66e6814bdf,ev_d1324bd1cb20445f,u_00544,1,,,2026-02-23T09:28:06.539442+00:00
fb_bdc6637aa81d4af8,ev_0a144242b8874a04,u_00331,-1,wrong_answer,,2026-03-06T03:58:44.655702+00:00
fb_7262aed411fc4c58,ev_90aef9466cf4444c,u_00181,1,,,2026-02-25T23:06:17.744216+00:00
fb_4ffe9150c2a84480,ev_1ceb633cac1c46a6,u_00086,-1,incomplete,,2026-03-07T04:29:39.673248+00:00
fb_8d495ae1a58145e5,ev_b98c50542a7145ce,u_00348,1,,,2026-04-19T02:10:50.736785+00:00
fb_c9a0bbc0d6dd47a1,ev_718c4c9e4fb94fbd,u_00030,1,,,2026-02-17T21:04:28.444760+00:00
fb_213233b55b994bde,ev_5c7e57bdafd043f5,u_00668,1,,good citations,2026-03-05T13:44:55.093636+00:00
fb_12fb006e7f25436a,ev_bdf1a9ceaf824230,u_00345,1,,,2026-02-04T10:35:07.380316+00:00
fb_19d38ad47a4d4bf7,ev_75dbf936b3f440f5,u_00432,1,,,2026-03-13T21:17:38.268519+00:00
fb_69237d4e53f548c8,ev_bb0d925c61454245,u_00384,1,,,2026-02-18T00:00:57.674548+00:00
fb_bea59bd8bed54ce4,ev_1e0c2911ddf74347,u_00616,1,,,2026-02-22T08:54:50.980663+00:00
fb_eeba6fe224734924,ev_9f09716be8684660,u_00404,-1,,,2026-03-05T00:02:45.146396+00:00
fb_2a8e132ef970422c,ev_0f17a1d9faff4127,u_00386,1,,,2026-02-22T01:00:14.626760+00:00
fb_5049b7a222cf497b,ev_7487412ad6b14776,u_00296,1,,,2026-03-17T00:38:36.608428+00:00
fb_93e457fedf2b4744,ev_c2a4fb9b17334a6f,u_00032,1,,,2026-04-11T05:13:20.720943+00:00
fb_7538e4383835464d,ev_06befed794ca4d2f,u_00271,1,,,2026-03-13T06:37:33.662208+00:00
fb_9fcc529080e94fd3,ev_d6af4ec97bf74aae,u_00462,-1,,,2026-03-07T13:10:03.756074+00:00
fb_8b10cd1437d346f6,ev_c9fda415f2424714_orphan,u_00373,-1,other,,2026-03-19T00:00:00+00:00
fb_45e23fbde907478c,ev_9d8c93d0d99c43b5,u_00147,1,,,2026-03-26T15:42:45.132956+00:00
fb_334c1ce4ed5f443d,ev_42ffc5c6d28f49f4,u_00363,1,,,2026-03-13T10:16:06.135576+00:00
fb_005e55cb77174ce6,ev_0ac93d89537041a1,u_00434,-1,wrong_answer,,2026-03-25T13:54:36.028428+00:00
fb_2806e7d186db439d,ev_054fcb84a3c74f03,u_00655,1,,,2026-02-13T17:16:20.627098+00:00
fb_01e783ff7ac54b99,ev_5e4d7cd97cfd4d2d,u_00655,-1,wrong_answer,,2026-02-08T17:14:02.354801+00:00
fb_84aa79a8774841bd,ev_842ac65a295d4fb3,u_00611,-1,hallucination,too generic,2026-03-20T09:41:21.115533+00:00
fb_52ff3aacc4374282,ev_5d9273c1cf0c4417,u_00671,1,,,2026-03-19T19:14:24.657075+00:00
fb_20814fe77d4a4a96,ev_d599478e171b4242,u_00655,1,,,2026-02-18T17:25:36.121750+00:00
fb_c3e936091acd47b0,ev_30b75be0b5fe4801,u_00278,-1,incomplete,,2026-02-10T23:12:25.468515+00:00
fb_fe1551754589425b,ev_c15ba09d778e4687_orphan,u_00308,1,,,2026-04-15T00:00:00+00:00
fb_e13c58ed3d9f4687,ev_4f6172d60fe24893,u_00149,1,,,2026-02-21T00:54:56.311271+00:00
fb_5c1c21d3802a4011,ev_4eb7424a23f3446c,u_00438,-1,hallucination,,2026-02-20T13:10:03.097864+00:00
fb_7840e0ecfa2744dd,ev_a1d51a4888dc4100,u_00078,1,,,2026-03-13T10:41:18.355550+00:00
fb_70440a3674bc4db3,ev_d9b240aa0d6f4b97,u_00197,-1,wrong_answer,,2026-02-23T06:27:10.971534+00:00
fb_79e3f675000747cd,ev_d08654e2da2c4e5b,u_00406,1,,,2026-03-16T17:50:39.286595+00:00
fb_bbeaf9a83b5c4cc6,ev_98f4819e910d4919,u_00171,1,,,2026-02-05T12:53:27.272673+00:00
fb_538bae958c144186,ev_32ecf2aebefa4767,u_00549,-1,hallucination,,2026-02-15T12:28:10.473810+00:00
fb_cc0de6ca69964ab1,ev_b98e944f93c245ad,u_00088,1,,,2026-02-15T08:15:18.926337+00:00
fb_5190e12da1ab44f8,ev_a4fc5fbfad1c421a,u_00466,-1,hallucination,missing a key citation,2026-04-05T19:50:45.719708+00:00
fb_5e0368dde6ad426d,ev_6638254563934f8c,u_00265,-1,incomplete,not relevant to Italian law,2026-03-29T07:01:49.277045+00:00
fb_6b0ca0238fc548b8,ev_88bc0de0a4554837,u_00462,1,,,2026-03-03T15:42:26.761947+00:00
fb_9722cbaacab24879,ev_4c4c0209cf4e43a0,u_00395,1,,,2026-02-16T00:38:46.830809+00:00
fb_c82864cc4226497c,ev_6fa75ddc7a694821,u_00462,-1,incomplete,,2026-03-17T17:26:07.807625+00:00
fb_ae177c8422df4b95,ev_3e5ac3832c3948fb,u_00551,1,,,2026-03-03T16:58:34.891208+00:00
fb_54202e28c5864091,ev_7d2d07e885f14520,u_00196,1,,,2026-02-14T19:26:51.582892+00:00
fb_8c4db685391b4261,ev_527e0b65c6364fe8,u_00525,1,,,2026-03-05T03:32:11.054368+00:00
fb_6d5d18779c9844d6,ev_39bbdc309a68483a_orphan,u_00293,-1,other,,2026-04-10T00:00:00+00:00
fb_22d4894942c842bf,ev_c4b83cc6dff14585,u_00417,-1,wrong_answer,,2026-02-12T08:56:46.526387+00:00
fb_f3743ad7ea1948b6,ev_953cdaaa324c435c,u_00547,1,,,2026-02-23T08:34:54.847846+00:00
fb_6a0484670d30456c,ev_66b10cfcaaac4a3b,u_00166,1,,,2026-03-09T12:01:05.266957+00:00
fb_9920ef57d388429d,ev_4d95b8fd78be4eed,u_00468,1,,perfect!,2026-03-27T10:54:34.444913+00:00
fb_35e9bb4335514067,ev_f46321177c3d493f,u_00349,1,,,2026-03-15T10:06:32.168673+00:00
fb_5f1db6d006f64fee,ev_944a118ecd2d42c8,u_00637,1,,,2026-03-06T04:48:32.124925+00:00
fb_6ba41d094a604833,ev_dac54cd77b354543,u_00241,-1,wrong_answer,,2026-02-04T15:57:56.194145+00:00
fb_072c5ea9a4604b64,ev_df0db59fea924aa3,u_00641,1,,,2026-02-26T19:45:20.984876+00:00
fb_6f80254965bf4f81,ev_d2679e1cb5274f07,u_00613,1,,,2026-03-24T21:03:35.175328+00:00
fb_cdd300e3dbca40dd,ev_9a392c9a3c324ed0,u_00019,1,,,2026-03-28T19:06:40.913607+00:00
fb_5247313d8c4a4f58,ev_263baf046ce14fbd,u_00213,-1,other,,2026-03-17T09:25:35.465640+00:00
fb_17a3ddd9569d4519,ev_ff08a8c5ba394444,u_00021,1,,,2026-02-22T08:29:02.500849+00:00
fb_802812f300054ba2,ev_44a44b4e0ec34d98,u_00196,-1,incomplete,,2026-02-19T09:44:09.507844+00:00
fb_0965ba61f98946df,ev_2e0de3ca0876406b,u_00339,1,,,2026-02-14T17:18:51.239627+00:00
fb_ab8be2e84ec84009,ev_8b85ab9bd9df499b,u_00650,-1,,,2026-02-25T23:14:58.974689+00:00
fb_7600e81f6fe149ef,ev_20793434d81e4f08,u_00163,1,,,2026-02-13T17:13:38.038758+00:00
fb_fb18830caab14f22,ev_545784f541a94b11,u_00192,1,,,2026-02-16T02:42:08.883966+00:00
fb_b5ccf82bdfb04d65,ev_03d11318127a467f,u_00130,1,,,2026-03-11T02:29:29.577172+00:00
fb_d2e4f60e3f7f4ecd,ev_2019dc5d47a84de9,u_00670,-1,wrong_answer,,2026-02-18T05:12:54.165695+00:00
fb_aa83a95aae0f4c01,ev_d0927e5b6dc04a11,u_00275,1,,,2026-02-05T19:06:25.055699+00:00
fb_dc34d0692a1645a8,ev_557341a01cd64a14,u_00598,-1,,,2026-03-25T17:01:36.104008+00:00
fb_a99fe4caf05b4dc5,ev_47e95dfa50444bb0,u_00423,1,,,2026-02-23T17:47:28.014999+00:00
fb_382314ec1b0c4ac9,ev_73f5358df9774752,u_00322,-1,incomplete,,2026-03-01T13:28:45.539300+00:00
fb_61377795785840ba,ev_587a6451ceee4138,u_00203,1,,,2026-03-20T04:08:08.382191+00:00
fb_87f70bb78f4247f7,ev_5d065e7c3b16425d,u_00276,-1,hallucination,,2026-03-09T11:21:16.275973+00:00
fb_e1239e53141547d4,ev_5084b8c133704775,u_00263,-1,wrong_answer,,2026-03-11T10:02:06.920689+00:00
fb_731deb795c9b45b6,ev_7bbaa256430b44ab,u_00329,-1,wrong_answer,,2026-02-28T19:34:05.136802+00:00
fb_66da20bf9a174fff,ev_c2823c8450fd4467,u_00173,1,,saved me 30 minutes,2026-03-25T06:56:26.105707+00:00
fb_05918c3423674dc6,ev_0ee779f2e2ff47e7,u_00287,1,,,2026-03-05T00:27:52.988764+00:00
fb_973b8f35a0ad4744,ev_c7bdb4a8ed29493d,u_00641,-1,wrong_answer,,2026-02-24T12:40:59.857387+00:00
fb_0776814c10da4696,ev_866b18be09c44b2d,u_00315,1,,,2026-02-23T20:15:53.331607+00:00
fb_05d2528620a54f68,ev_e225444d6a0b4d46,u_00188,-1,,hallucinated a case,2026-02-21T14:48:56.555423+00:00
fb_65dd8d6a58c34d7e,ev_de4f6eb6bdd241a3,u_00122,1,,,2026-03-05T15:38:51.244446+00:00
fb_c0add054f6f844e4,ev_c8a4fee9a4a84018,u_00515,-1,wrong_answer,,2026-02-10T19:30:01.866928+00:00
fb_2cec3926e57846f1,ev_63db110cf4a14755,u_00093,1,,,2026-03-06T15:14:14.202026+00:00
fb_ea322c4535f4464b,ev_5a5c4085eb0b448f,u_00149,1,,,2026-04-05T07:23:08.174997+00:00
fb_8aeb63f1804d476a,ev_173206e36aed4435,u_00140,1,,,2026-04-09T00:23:57.202992+00:00
fb_0d20719f60b448c2,ev_3aeb8c6faab84331,u_00518,1,,,2026-03-17T17:20:47.141437+00:00
fb_9c4709ad500b4be4,ev_32860cfcb5fa43fa,u_00420,1,,,2026-03-21T03:43:02.866174+00:00
fb_310db9699e7649d5,ev_575f06f4898f4e42,u_00647,1,,,2026-03-20T01:44:46.654850+00:00
fb_26006d703cad4664,ev_3434901022fc4d37,u_00152,1,,,2026-03-07T15:44:14.120790+00:00
fb_1674b3f4391a45ba,ev_ba62ed84f1864ac5,u_00341,1,,,2026-03-11T23:53:17.819627+00:00
fb_5950ade19ecc442e,ev_51f2a2818745496a,u_00520,2,,,2026-02-21T19:54:48.807361+00:00
fb_0e82ee63be5a44cb,ev_3d547e76478f474c,u_00088,1,,,2026-02-18T08:59:51.232781+00:00
fb_e7a8a358454648ca,ev_65ba22b260f04d8e,u_00396,-1,,,2026-03-23T11:46:20.243487+00:00
fb_d4de5bf4d4f74fa7,ev_8dba1657c7754c94,u_00387,-1,wrong_answer,,2026-03-01T22:56:12.514299+00:00
fb_683be4d2ca594d24,ev_8c888f03b22a43c1,u_00132,-1,incomplete,,2026-03-24T07:30:31.504029+00:00
fb_2e66391037844512,ev_5d36bc8005aa401c,u_00261,1,,,2026-02-17T21:02:55.034678+00:00
fb_a5bc581b028b42f5,ev_55131d0eb2dd4199,u_00452,1,,,2026-02-22T13:28:05.758026+00:00
fb_8123a2daa6cb48ab,ev_b8081cd056ba443c,u_00176,1,,,2026-02-17T17:26:34.113050+00:00
fb_0302d44b4f9544c4,ev_13af9f32c28c433b,u_00464,1,,,2026-03-21T01:23:36.970907+00:00
fb_288b57ba5aac499e,ev_d02b8182cbb04b05,u_00644,1,,,2026-02-19T20:56:44.360374+00:00
fb_3fb41b42d5b44528,ev_eb01df7d53b64305,u_00185,1,,,2026-02-14T06:27:01.840187+00:00
fb_f515a8768ffd4bdd,ev_47a959cdcd96428e,u_00369,-1,wrong_answer,,2026-02-26T03:27:00.566594+00:00
fb_0b0ae5d200964538,ev_0ce47d262caf4caf,u_00188,-1,,,2026-02-15T10:43:51.510052+00:00
fb_5cca16f94e304f80,ev_d61b295784ab4b15,u_00286,1,,,2026-02-19T19:50:03.283771+00:00
fb_01424e819a134dd0,ev_bf42e8353b6b46df,u_00634,1,,,2026-02-21T17:06:06.859421+00:00
fb_154fe4c6b780445b,ev_48928bf7eedf43d5,u_00162,1,,,2026-03-19T17:09:48.867183+00:00
fb_c85e470482ae4956,ev_1dd46755c3174fe6,u_00393,1,,,2026-02-17T04:42:33.785093+00:00
fb_81a3cd34b5a44522,ev_818f45cb3cb241af,u_00645,1,,,2026-03-03T14:57:58.229849+00:00
fb_9b6783f3289d434f,ev_c26fd483c154439c,u_00293,1,,,2026-02-13T22:33:27.242233+00:00
fb_d17afc43207b4226,ev_cd9f4f84829a43b4,u_00671,1,,,2026-02-14T12:43:53.017040+00:00
fb_7bdeba9fda604ba7,ev_5208511c02b84b84,u_00321,1,,,2026-02-19T13:50:45.106769+00:00
fb_f9ac411dabd64a89,ev_ae40c2f18e0f4518,u_00535,1,,,2026-02-16T08:44:58.163077+00:00
fb_3a398ef149e34acf,ev_93cae532e4cf48cb,u_00260,1,,,2026-02-09T02:14:10.693820+00:00
fb_4cec0bfa25e5480d,ev_d63b674df69548a0_orphan,u_00308,1,,,2026-02-24T00:00:00+00:00
fb_68ddd1859b0f49df,ev_24acb13336e24aa3,u_00275,1,,,2026-03-18T08:54:46.362181+00:00
fb_29b3a83170214e33,ev_b6a1c1430e894c81,u_00448,1,,,2026-02-23T18:29:19.143573+00:00
fb_7e8b466dfbd744bc,ev_42fec270e2c44795,u_00379,1,,,2026-03-12T15:52:38.501987+00:00
fb_827d680f33514bd5,ev_96d09228adb34bac,u_00417,1,,,2026-02-16T20:59:17.004884+00:00
fb_1881a609bad44859,ev_71d07a2291d34ac7,u_00357,1,,,2026-03-26T21:52:27.224991+00:00
fb_f1f2b2c813844c20,ev_c7938454ef994e76,u_00419,1,,,2026-02-16T00:30:35.021614+00:00
fb_37bd35171ce44f49,ev_144ba99737f74617,u_00030,1,,,2026-02-13T11:58:41.774790+00:00
