user_id,workspace_id,role,created_at,is_deleted
u_00260,ws_0028,associate,2025-11-14T00:00:00+00:00,false
u_00310,ws_0032,paralegal,2026-02-21T00:00:00+00:00,false
u_00669,ws_0077,associate,2025-09-20T00:00:00+00:00,false
u_00105,ws_0017,associate,2025-06-10T00:00:00+00:00,false
u_00154,ws_0019,associate,2024-12-09T00:00:00+00:00,false
u_00337,ws_0035,associate,2025-12-06T00:00:00+00:00,false
u_00013,ws_0004,in_house_counsel,2025-02-22T00:00:00+00:00,false
u_00353,ws_0036,in_house_counsel,2025-02-19T00:00:00+00:00,false
u_00398,ws_0041,partner,2025-04-09T00:00:00+00:00,false
u_00664,ws_0077,associate,2025-09-05T00:00:00+00:00,false
u_00311,ws_0032,partner,2025-01-02T00:00:00+00:00,false
u_00453,ws_0048,associate,2025-10-02T00:00:00+00:00,false
u_00423,ws_0041,partner,2025-12-13T00:00:00+00:00,false
u_00307,ws_0031,associate,2025-01-15T00:00:00+00:00,false
u_00577,ws_0071,associate,2024-11-26T00:00:00+00:00,false
u_00531,ws_0066,associate,2026-04-16T00:00:00+00:00,false
u_00043,ws_0005,paralegal,2025-01-08T00:00:00+00:00,false
u_00542,ws_0066,associate,2026-04-16T00:00:00+00:00,false
u_00674,ws_0077,partner,2025-08-13T00:00:00+00:00,false
u_00126,ws_0018,partner,2025-08-17T00:00:00+00:00,false
u_00444,ws_0043,associate,2025-11-07T00:00:00+00:00,false
u_00513,ws_0061,associate,2025-07-20T00:00:00+00:00,false
u_00530,ws_0066,associate,2025-06-08T00:00:00+00:00,false
u_00510,ws_0061,associate,2026-01-21T00:00:00+00:00,false
u_00642,ws_0076,associate,2025-05-17T00:00:00+00:00,false
u_00482,ws_0057,paralegal,2024-12-05T00:00:00+00:00,false
u_00373,ws_0036,partner,2026-02-09T00:00:00+00:00,false
u_00301,ws_0031,partner,2024-11-13T00:00:00+00:00,false
u_00063,ws_0009,paralegal,2025-02-14T00:00:00+00:00,false
u_00628,ws_0075,in_house_counsel,2025-01-19T00:00:00+00:00,false
u_00071,ws_0010,associate,2025-03-27T00:00:00+00:00,false
u_00051,ws_0008,in_house_counsel,2025-01-18T00:00:00+00:00,false
u_00044,ws_0005,associate,2025-10-02T00:00:00+00:00,false
u_00111,ws_0017,associate,2025-06-14T00:00:00+00:00,true
u_00489,ws_0060,associate,2025-08-17T00:00:00+00:00,false
u_00226,ws_0024,associate,2025-12-02T00:00:00+00:00,false
u_00537,ws_0066,paralegal,2025-01-15T00:00:00+00:00,false
u_00315,ws_0033,in_house_counsel,2026-03-08T00:00:00+00:00,false
u_00210,ws_0021,associate,2025-09-26T00:00:00+00:00,false
u_00563,ws_0068,in_house_counsel,2025-02-21T00:00:00+00:00,false
u_00383,ws_0041,associate,2025-12-13T00:00:00+00:00,false
u_00321,ws_0033,associate,2025-04-12T00:00:00+00:00,false
u_00504,ws_0061,partner,2024-11-19T00:00:00+00:00,false
u_00519,ws_0064,associate,2025-01-09T00:00:00+00:00,false
u_00179,ws_0020,paralegal,2025-07-22T00:00:00+00:00,false
u_00636,ws_0076,associate,2025-07-19T00:00:00+00:00,false
u_00647,ws_0076,paralegal,2025-05-21T00:00:00+00:00,false
u_00332,ws_0035,associate,2025-10-17T00:00:00+00:00,false
u_00512,ws_0061,in_house_counsel,2026-04-13T00:00:00+00:00,false
u_00494,ws_0060,in_house_counsel,2024-12-18T00:00:00+00:00,false
u_00288,ws_0029,associate,2025-12-18T00:00:00+00:00,true
u_00271,ws_0029,paralegal,2026-03-24T00:00:00+00:00,false
u_00035,ws_0005,paralegal,2025-06-12T00:00:00+00:00,false
u_00073,ws_0010,partner,2026-03-31T00:00:00+00:00,false
u_00346,ws_0036,paralegal,2025-11-29T00:00:00+00:00,false
u_00328,ws_0034,paralegal,2026-01-23T00:00:00+00:00,false
u_00068,ws_0010,associate,2026-03-23T00:00:00+00:00,false
u_00447,ws_0044,associate,2026-01-17T00:00:00+00:00,false
u_00385,ws_0041,paralegal,2025-03-20T00:00:00+00:00,false
u_00416,ws_0041,partner,2025-06-07T00:00:00+00:00,false
u_00396,ws_0041,paralegal,2025-11-07T00:00:00+00:00,false
u_00195,ws_0020,associate,2025-11-09T00:00:00+00:00,false
u_00070,ws_0010,associate,2025-05-19T00:00:00+00:00,false
u_00153,ws_0019,associate,2025-12-06T00:00:00+00:00,false
u_00529,ws_0066,associate,2026-02-19T00:00:00+00:00,false
u_00188,ws_0020,paralegal,2025-06-23T00:00:00+00:00,false
u_00160,ws_0019,associate,2024-12-11T00:00:00+00:00,false
u_00478,ws_0056,associate,2025-04-22T00:00:00+00:00,false
u_00052,ws_0008,paralegal,2024-12-19T00:00:00+00:00,false
u_00561,ws_0068,associate,2025-08-16T00:00:00+00:00,false
u_00374,ws_0037,paralegal,2026-01-03T00:00:00+00:00,false
u_00045,ws_0006,partner,2026-04-14T00:00:00+00:00,false
u_00196,ws_0020,in_house_counsel,2025-06-17T00:00:00+00:00,false
u_00117,ws_0017,associate,2024-12-16T00:00:00+00:00,false
u_00036,ws_0005,associate,2025-05-25T00:00:00+00:00,false
u_00644,ws_0076,associate,2025-09-26T00:00:00+00:00,false
u_00569,ws_0071,paralegal,2025-09-09T00:00:00+00:00,false
u_00355,ws_0036,partner,2025-09-02T00:00:00+00:00,true
u_00590,ws_0071,associate,2026-04-13T00:00:00+00:00,false
u_00440,ws_0043,partner,2025-04-05T00:00:00+00:00,false
u_00061,ws_0008,paralegal,2025-03-26T00:00:00+00:00,false
u_00645,ws_0076,partner,2025-03-08T00:00:00+00:00,false
u_00175,ws_0020,associate,2026-01-07T00:00:00+00:00,false
u_00605,ws_0072,partner,2025-10-26T00:00:00+00:00,false
u_00495,ws_0061,partner,2025-06-29T00:00:00+00:00,false
u_00004,ws_0002,associate,2025-02-06T00:00:00+00:00,false
u_00227,ws_0024,associate,2025-02-14T00:00:00+00:00,false
u_00348,ws_0036,associate,2026-01-04T00:00:00+00:00,false
u_00265,ws_0029,associate,2025-02-10T00:00:00+00:00,false
u_00623,ws_0074,associate,2025-03-26T00:00:00+00:00,false
u_00303,ws_0031,paralegal,2025-11-19T00:00:00+00:00,false
u_00067,ws_0010,in_house_counsel,2026-03-23T00:00:00+00:00,false
u_00039,ws_0005,associate,2025-05-11T00:00:00+00:00,false
u_00684,ws_0077,paralegal,2025-06-03T00:00:00+00:00,false
u_00109,ws_0017,in_house_counsel,2024-10-29T00:00:00+00:00,false
u_00560,ws_0068,partner,2025-03-30T00:00:00+00:00,false
u_00048,ws_0007,associate,2025-12-16T00:00:00+00:00,false
u_00360,ws_0036,partner,2025-09-11T00:00:00+00:00,false
u_00046,ws_0006,paralegal,2025-12-31T00:00:00+00:00,false
u_00617,ws_0074,in_house_counsel,2026-02-24T00:00:00+00:00,false
u_00219,ws_0023,associate,2025-07-25T00:00:00+00:00,false
u_00239,ws_0025,paralegal,2025-08-24T00:00:00+00:00,false
u_00683,ws_0077,partner,2025-12-24T00:00:00+00:00,false
u_00405,ws_0041,associate,2025-01-18T00:00:00+00:00,false
u_00053,ws_0008,paralegal,2025-07-10T00:00:00+00:00,false
u_00597,ws_0072,in_house_counsel,2025-12-31T00:00:00+00:00,false
u_00380,ws_0041,in_house_counsel,2024-12-21T00:00:00+00:00,false
u_00639,ws_0076,in_house_counsel,2024-11-28T00:00:00+00:00,false
u_00256,ws_0027,associate,2026-01-08T00:00:00+00:00,false
u_00369,ws_0036,associate,2024-10-28T00:00:00+00:00,false
u_00553,ws_0067,paralegal,2025-05-28T00:00:00+00:00,false
u_00280,ws_0029,partner,2026-02-28T00:00:00+00:00,false
u_00162,ws_0020,paralegal,2026-02-07T00:00:00+00:00,false
u_00309,ws_0032,partner,2025-01-22T00:00:00+00:00,false
u_00648,ws_0076,paralegal,2025-03-13T00:00:00+00:00,false
u_00207,ws_0021,in_house_counsel,2026-03-10T00:00:00+00:00,false
u_00598,ws_0072,associate,2025-08-16T00:00:00+00:00,false
u_00000,ws_0000,associate,2025-07-23T00:00:00+00:00,false
u_00467,ws_0051,in_house_counsel,2025-06-08T00:00:00+00:00,false
u_00615,ws_0074,paralegal,2025-05-15T00:00:00+00:00,false
u_00161,ws_0019,associate,2025-11-22T00:00:00+00:00,false
u_00127,ws_0018,partner,2026-04-17T00:00:00+00:00,false
u_00016,ws_0004,partner,2024-12-24T00:00:00+00:00,false
u_00470,ws_0052,associate,2025-03-26T00:00:00+00:00,false
u_00101,ws_0017,associate,2026-04-02T00:00:00+00:00,false
u_00047,ws_0007,associate,2024-11-05T00:00:00+00:00,false
u_00049,ws_0008,in_house_counsel,2025-05-30T00:00:00+00:00,false
u_00351,ws_0036,associate,2025-01-27T00:00:00+00:00,false
u_00652,ws_0076,associate,2026-02-08T00:00:00+00:00,false
u_00133,ws_0018,paralegal,2026-02-05T00:00:00+00:00,false
u_00345,ws_0036,associate,2025-11-05T00:00:00+00:00,false
u_00290,ws_0029,associate,2025-08-27T00:00:00+00:00,false
u_00330,ws_0034,associate,2024-10-27T00:00:00+00:00,false
u_00620,ws_0074,associate,2025-07-14T00:00:00+00:00,false
u_00646,ws_0076,associate,2024-12-03T00:00:00+00:00,false
u_00216,ws_0022,paralegal,2025-03-09T00:00:00+00:00,false
u_00439,ws_0043,associate,2025-05-01T00:00:00+00:00,false
u_00613,ws_0074,paralegal,2025-03-08T00:00:00+00:00,false
u_00407,ws_0041,partner,2026-02-03T00:00:00+00:00,false
u_00547,ws_0067,associate,2026-04-03T00:00:00+00:00,false
u_00064,ws_0009,paralegal,2025-09-06T00:00:00+00:00,false
u_00366,ws_0036,paralegal,2025-06-25T00:00:00+00:00,false
u_00469,ws_0051,associate,2025-08-29T00:00:00+00:00,false
u_00625,ws_0074,partner,2025-11-13T00:00:00+00:00,false
u_00002,ws_0001,associate,2025-07-10T00:00:00+00:00,true
u_00335,ws_0035,paralegal,2026-01-06T00:00:00+00:00,false
u_00499,ws_0061,partner,2025-03-09T00:00:00+00:00,false
u_00465,ws_0051,paralegal,2025-06-17T00:00:00+00:00,false
u_00377,ws_0040,partner,2025-01-06T00:00:00+00:00,true
u_00284,ws_0029,associate,2024-12-07T00:00:00+00:00,false
u_00527,ws_0065,associate,2025-09-21T00:00:00+00:00,false
u_00412,ws_0041,associate,2025-12-16T00:00:00+00:00,false
u_00095,ws_0017,paralegal,2025-10-15T00:00:00+00:00,false
u_00077,ws_0011,associate,2025-08-18T00:00:00+00:00,false
u_00462,ws_0051,in_house_counsel,2025-05-28T00:00:00+00:00,false
u_00384,ws_0041,associate,2025-03-06T00:00:00+00:00,false
u_00424,ws_0041,associate,2025-11-05T00:00:00+00:00,false
u_00275,ws_0029,associate,2025-03-05T00:00:00+00:00,false
u_00145,ws_0018,associate,2025-11-06T00:00:00+00:00,false
u_00662,ws_0077,associate,2025-02-03T00:00:00+00:00,false
u_00402,ws_0041,associate,2025-07-08T00:00:00+00:00,false
u_00675,ws_0077,associate,2025-05-16T00:00:00+00:00,false
u_00329,ws_0034,associate,2025-05-18T00:00:00+00:00,false
u_00149,ws_0019,paralegal,2024-11-09T00:00:00+00:00,false
u_00255,ws_0027,associate,2025-06-22T00:00:00+00:00,false
u_00135,ws_0018,associate,2025-06-12T00:00:00+00:00,false
u_00129,ws_0018,associate,2025-07-04T00:00:00+00:00,false
u_00283,ws_0029,associate,2025-05-01T00:00:00+00:00,false
u_00593,ws_0071,associate,2024-12-11T00:00:00+00:00,false
u_00421,ws_0041,paralegal,2025-10-15T00:00:00+00:00,false
u_00138,ws_0018,paralegal,2025-08-06T00:00:00+00:00,true
u_00097,ws_0017,paralegal,2025-07-11T00:00:00+00:00,false
u_00526,ws_0065,partner,2025-05-19T00:00:00+00:00,false
u_00273,ws_0029,associate,2025-06-07T00:00:00+00:00,false
u_00296,ws_0029,in_house_counsel,2025-10-26T00:00:00+00:00,false
u_00635,ws_0076,partner,2025-03-26T00:00:00+00:00,false
u_00331,ws_0035,associate,2024-11-15T00:00:00+00:00,false
u_00629,ws_0076,partner,2025-01-15T00:00:00+00:00,false
u_00551,ws_0067,associate,2026-02-21T00:00:00+00:00,false
u_00287,ws_0029,in_house_counsel,2025-11-30T00:00:00+00:00,false
u_00545,ws_0067,associate,2025-04-30T00:00:00+00:00,false
u_00599,ws_0072,associate,2025-04-22T00:00:00+00:00,false
u_00583,ws_0071,paralegal,2024-11-24T00:00:00+00:00,false
u_00060,ws_0008,associate,2026-03-30T00:00:00+00:00,false
u_00595,ws_0071,associate,2025-07-12T00:00:00+00:00,false
u_00211,ws_0021,associate,2025-04-10T00:00:00+00:00,false
u_00142,ws_0018,associate,2025-07-09T00:00:00+00:00,false
u_00169,ws_0020,associate,2025-10-08T00:00:00+00:00,false
u_00438,ws_0043,associate,2025-06-03T00:00:00+00:00,false
u_00359,ws_0036,associate,2026-04-14T00:00:00+00:00,false
u_00214,ws_0021,associate,2025-05-08T00:00:00+00:00,false
u_00242,ws_0026,paralegal,2025-12-06T00:00:00+00:00,true
u_00685,ws_0078,associate,2025-01-06T00:00:00+00:00,false
u_00449,ws_0045,associate,2026-02-27T00:00:00+00:00,false
u_00089,ws_0017,associate,2024-11-01T00:00:00+00:00,false
u_00356,ws_0036,in_house_counsel,2025-05-11T00:00:00+00:00,false
u_00269,ws_0029,associate,2025-04-08T00:00:00+00:00,false
u_00460,ws_0050,paralegal,2024-12-20T00:00:00+00:00,false
u_00656,ws_0076,partner,2024-12-15T00:00:00+00:00,false
u_00304,ws_0031,partner,2025-09-29T00:00:00+00:00,false
u_00253,ws_0026,partner,2025-11-19T00:00:00+00:00,false
u_00104,ws_0017,associate,2025-05-16T00:00:00+00:00,false
u_00435,ws_0041,associate,2025-08-12T00:00:00+00:00,false
u_00223,ws_0024,associate,2025-06-14T00:00:00+00:00,false
u_00559,ws_0067,associate,2025-03-25T00:00:00+00:00,false
u_00451,ws_0046,paralegal,2025-02-02T00:00:00+00:00,false
u_00042,ws_0005,partner,2024-12-19T00:00:00+00:00,false
u_00555,ws_0067,paralegal,2024-11-02T00:00:00+00:00,false
u_00375,ws_0038,partner,2025-05-08T00:00:00+00:00,false
u_00556,ws_0067,associate,2026-02-16T00:00:00+00:00,false
u_00274,ws_0029,associate,2025-10-16T00:00:00+00:00,false
u_00116,ws_0017,associate,2025-10-13T00:00:00+00:00,false
u_00586,ws_0071,paralegal,2025-04-24T00:00:00+00:00,false
u_00115,ws_0017,partner,2025-07-02T00:00:00+00:00,false
u_00678,ws_0077,associate,2026-03-21T00:00:00+00:00,false
u_00562,ws_0068,associate,2025-11-23T00:00:00+00:00,false
u_00507,ws_0061,partner,2025-05-09T00:00:00+00:00,false
u_00579,ws_0071,associate,2025-09-23T00:00:00+00:00,false
u_00468,ws_0051,paralegal,2026-03-23T00:00:00+00:00,false
u_00172,ws_0020,associate,2025-03-25T00:00:00+00:00,false
u_00661,ws_0077,associate,2025-03-06T00:00:00+00:00,false
u_00667,ws_0077,associate,2026-01-22T00:00:00+00:00,false
u_00230,ws_0024,associate,2025-04-05T00:00:00+00:00,false
u_00281,ws_0029,associate,2025-02-09T00:00:00+00:00,false
u_00033,ws_0005,partner,2025-03-27T00:00:00+00:00,false
u_00299,ws_0030,paralegal,2025-05-07T00:00:00+00:00,false
u_00225,ws_0024,associate,2024-12-01T00:00:00+00:00,false
u_00031,ws_0005,associate,2025-06-07T00:00:00+00:00,false
u_00578,ws_0071,paralegal,2024-12-25T00:00:00+00:00,false
u_00084,ws_0014,paralegal,2025-12-17T00:00:00+00:00,false
u_00171,ws_0020,paralegal,2026-03-06T00:00:00+00:00,false
u_00500,ws_0061,partner,2025-06-27T00:00:00+00:00,false
u_00454,ws_0048,associate,2025-03-20T00:00:00+00:00,false
u_00425,ws_0041,paralegal,2025-04-30T00:00:00+00:00,false
u_00503,ws_0061,associate,2024-11-30T00:00:00+00:00,false
u_00418,ws_0041,paralegal,2026-02-03T00:00:00+00:00,false
u_00506,ws_0061,paralegal,2025-07-30T00:00:00+00:00,false
u_00517,ws_0063,paralegal,2025-06-05T00:00:00+00:00,false
u_00575,ws_0071,associate,2025-07-04T00:00:00+00:00,false
u_00393,ws_0041,partner,2025-04-23T00:00:00+00:00,false
u_00199,ws_0020,partner,2025-03-25T00:00:00+00:00,false
u_00139,ws_0018,associate,2026-03-29T00:00:00+00:00,false
u_00496,ws_0061,associate,2026-01-18T00:00:00+00:00,false
u_00009,ws_0003,associate,2025-08-07T00:00:00+00:00,false
u_00367,ws_0036,associate,2025-08-16T00:00:00+00:00,false
u_00054,ws_0008,associate,2025-08-18T00:00:00+00:00,false
u_00634,ws_0076,associate,2025-08-14T00:00:00+00:00,false
u_00461,ws_0050,partner,2024-11-08T00:00:00+00:00,false
u_00322,ws_0033,associate,2025-02-25T00:00:00+00:00,false
u_00191,ws_0020,partner,2025-03-24T00:00:00+00:00,false
u_00143,ws_0018,associate,2024-12-02T00:00:00+00:00,false
u_00295,ws_0029,associate,2025-12-23T00:00:00+00:00,false
u_00501,ws_0061,partner,2025-12-31T00:00:00+00:00,false
u_00170,ws_0020,associate,2025-03-23T00:00:00+00:00,false
u_00568,ws_0070,partner,2026-02-04T00:00:00+00:00,false
u_00177,ws_0020,partner,2025-11-23T00:00:00+00:00,false
u_00660,ws_0077,associate,2025-04-21T00:00:00+00:00,false
u_00550,ws_0067,partner,2025-01-25T00:00:00+00:00,false
u_00650,ws_0076,associate,2026-03-23T00:00:00+00:00,false
u_00498,ws_0061,partner,2025-10-21T00:00:00+00:00,false
u_00190,ws_0020,associate,2025-10-17T00:00:00+00:00,false
u_00433,ws_0041,paralegal,2025-02-17T00:00:00+00:00,false
u_00392,ws_0041,associate,2025-01-20T00:00:00+00:00,false
u_00588,ws_0071,paralegal,2026-02-18T00:00:00+00:00,false
u_00141,ws_0018,paralegal,2025-10-22T00:00:00+00:00,false
u_00610,ws_0072,in_house_counsel,2025-07-06T00:00:00+00:00,false
u_00428,ws_0041,associate,2026-01-14T00:00:00+00:00,false
u_00397,ws_0041,partner,2025-01-26T00:00:00+00:00,true
u_00523,ws_0064,associate,2025-04-14T00:00:00+00:00,false
u_00144,ws_0018,associate,2025-02-25T00:00:00+00:00,false
u_00382,ws_0041,paralegal,2026-03-02T00:00:00+00:00,false
u_00187,ws_0020,associate,2026-03-21T00:00:00+00:00,true
u_00119,ws_0018,partner,2025-06-12T00:00:00+00:00,false
u_00312,ws_0032,partner,2025-06-30T00:00:00+00:00,false
u_00244,ws_0026,partner,2025-07-22T00:00:00+00:00,false
u_00120,ws_0018,associate,2025-02-17T00:00:00+00:00,false
u_00320,ws_0033,paralegal,2025-01-25T00:00:00+00:00,false
u_00137,ws_0018,associate,2026-03-10T00:00:00+00:00,false
u_00086,ws_0015,associate,2025-04-05T00:00:00+00:00,false
u_00604,ws_0072,associate,2024-12-18T00:00:00+00:00,false
