event_id,user_id,workspace_id,module_tag,response_latency_ms,response_tokens,retrieved_chunks,is_cached,created_at
ev_e389fdb976024f1b,u_00564,ws_0069,Societario,5209,2174,6,false,2026-03-04T04:13:45.597824+00:00
ev_a1d25ae0869744ea,u_00031,ws_0005,lavoro,3977,1346,7,false,2026-04-07T03:47:14.510591+00:00
ev_10c6cd3d0e0a4963,u_00293,ws_0029,lavoro,2891,1020,7,false,2026-03-18T15:44:42.724159+00:00
ev_ca59221d64364c95,u_00432,ws_0041,civile,102,136,7,true,2026-03-28T19:44:59.255635+00:00
ev_839d3ec1ff14425c,u_00037,ws_0005,societario,118,20,4,true,2026-03-08T02:43:32.057050+00:00
ev_ef5cf8c8dc0c4156,u_00052,ws_0008,lavoro,120,20,4,true,2026-02-24T04:44:55.166851+00:00
ev_96c68e852a884f01,u_00650,ws_0076,civile,2104,854,4,false,2026-02-14T21:16:05.940521+00:00
ev_e152cf06d4f64810,u_00289,ws_0029,civile,2121,526,6,false,2026-03-15T11:02:36.583806+00:00
ev_faa0aeafcf034529,u_00180,ws_0020,lavoro,3112,1132,6,false,2026-02-14T16:36:20.175739+00:00
ev_2734849ed0c04b87,u_00616,ws_0074,tributario,3874,1686,7,false,2026-03-11T08:35:45.184372+00:00
ev_166e9635de534654,u_00591,ws_0071,civile,2519,977,7,false,2026-02-25T22:45:33.742417+00:00
ev_0e234b5e3b7b44a9,u_00542,ws_0066,lavoro,3045,1251,10,false,2026-03-07T21:34:20.553866+00:00
ev_c32029dc895340f4,u_00157,ws_0019,lavoro,4624,1748,5,false,2026-02-07T14:08:24.931661+00:00
ev_5800f10a07434032,u_00264,ws_0029,civile,2836,1252,8,false,2026-02-20T00:20:12.608608+00:00
ev_3392ea305f1943a3,u_00320,ws_0033,societario,778,292,9,false,2026-04-03T19:54:14.194880+00:00
ev_d6677d6ab7434ba5,u_00322,ws_0033,societario,300,204,1,false,2026-04-13T00:26:23.432526+00:00
ev_60249216fe45433e,u_00237,ws_0025,tributario,4336,1649,10,false,2026-03-03T11:02:20.627341+00:00
ev_5b83ce1592f74017,u_00657,ws_0076,tributario,4022,1552,4,false,2026-02-19T11:36:41.367070+00:00
ev_c4b83cc6dff14585,u_00417,ws_0041,societario,1458,544,5,false,2026-02-12T08:53:09.526387+00:00
ev_ee644a1c7bf046f6,u_00275,ws_0029,CIVILE,125,20,7,true,2026-03-06T13:41:56.071557+00:00
ev_5f214d502d7e4750,u_00361,ws_0036,tributario,3542,1356,5,false,2026-03-17T15:11:23.144599+00:00
ev_d9afcfd5850c4404,u_00641,ws_0076,lavoro,2790,1051,7,false,2026-03-12T06:53:08.598216+00:00
ev_d8334537fed94668,u_00308,ws_0031,civile,4593,1731,6,false,2026-03-22T10:44:54.655743+00:00
ev_13901ac0c04740b0,u_00101,ws_0017,societario,45,20,5,true,2026-03-04T07:30:00.473783+00:00
ev_3d609433c98145e4,u_00294,ws_0029,lavoro,148,126,7,true,2026-03-28T06:22:57.555239+00:00
ev_a1d73f9d71b6432d,u_00334,ws_0035,civile,2775,992,3,false,2026-02-23T18:55:18.410166+00:00
ev_7b0b12b2f3074e7e,u_00170,ws_0020,amministrativo,-4105,1576,4,false,2026-03-06T05:49:49.117838+00:00
ev_d3a2f4ddeb6e458b,u_00032,ws_0005,societario,2423,1067,5,false,2026-03-03T03:54:20.756206+00:00
ev_d226a743581a470f,u_00123,ws_0018,tributario,3749,1621,4,false,2026-02-25T10:44:57.507535+00:00
ev_6fcf16dd69284a10,u_00132,ws_0018,tributario,1364,309,2,false,2026-03-15T06:49:48.930887+00:00
ev_dbfbeebd45564d32,u_00395,ws_0041,societario,152,61,8,true,2026-02-22T20:27:49.269467+00:00
ev_06110bbe4ba94267,u_00458,ws_0049,societario,96,128,3,true,2026-02-24T08:15:47.061997+00:00
ev_ff7c45cccf4a4f99,u_00195,ws_0020,societario,20,20,13,true,2026-02-26T20:56:00.767189+00:00
ev_e0a118f228af4584,u_00108,ws_0017,societario,5648,2380,5,false,2026-02-21T12:18:09.121100+00:00
ev_c43a06cccc834155,u_00685,ws_0078,societario,3716,1473,7,false,2026-02-22T21:48:04.173328+00:00
ev_44a35668ad594f0f,u_00136,ws_0018,lavoro,3184,1272,7,false,2026-02-23T12:14:11.375117+00:00
ev_e0f8567e92bb4e9c,u_00025,ws_0005,penale,4290,1840,5,false,2026-03-30T12:46:55.970543+00:00
ev_ba6963331d884839,u_00164,ws_0020,lavoro,42,170,6,true,2026-03-05T17:49:03.287000+00:00
ev_953cdaaa324c435c,u_00547,ws_0067,civile,4308,1833,4,false,2026-02-23T08:26:28.847846+00:00
ev_bc372bcab7d443c4,u_00294,ws_0029,tributario,192,20,4,true,2026-02-14T00:05:20.076128+00:00
ev_668391e1156547bf,u_00367,ws_0036,tributario,3862,1689,4,false,2026-03-15T08:56:37.314444+00:00
ev_19f17e57c59349ac,u_00358,ws_0036,societario,84,20,6,true,2026-02-22T08:09:13.190787+00:00
ev_87ddf22ab7e24b37,u_00102,ws_0017,civile,2980,1130,5,false,2026-04-10T19:47:10.731912+00:00
ev_25f8221a1660435f,u_00317,ws_0033,tributario,4951,2075,7,false,2026-02-28T19:07:59.806453+00:00
ev_fbf6d98026144d30,u_00052,ws_0008,lavoro,4005,1694,5,false,2026-03-16T06:18:54.247901+00:00
ev_0e074ed9395b4d84,u_00565,ws_0069,penale,3266,1287,8,false,2026-03-28T03:05:15.874803+00:00
ev_25f82a0f389d4479,u_00182,ws_0020,penale,2064,874,5,false,2026-03-29T22:24:56.802527+00:00
ev_6152c0f400f547c0,u_00350,ws_0036,penale,81,20,5,true,2026-03-12T17:53:31.931783+00:00
ev_27957ee156914fe0,u_00490,ws_0060,penale,4369,1680,7,false,2026-03-01T09:00:31.330066+00:00
ev_fa66a9e88382402f,u_00123,ws_0018,civil,2608,1146,7,false,2026-02-26T02:16:38.057887+00:00
ev_d532087750834800,u_00426,ws_0041,tributario,1135,489,1,false,2026-03-15T05:46:39.373417+00:00
ev_de30ecb55c784106,u_00293,ws_0029,amministrativo,168,151,5,true,2026-02-23T04:32:05.176205+00:00
ev_51590047e68746ee,u_00151,ws_0019,civile,2336,808,3,false,2026-02-23T07:51:25.038388+00:00
ev_249802fad67d4954,u_00559,ws_0067,societario,1579,535,7,false,2026-03-23T12:50:26.579982+00:00
ev_b5f799f58f514307,u_00621,ws_0074,civile,2615,982,7,false,2026-02-28T14:29:28.050177+00:00
ev_9751f9667a87450d,u_00266,ws_0029,penale,2318,1063,7,false,2026-02-17T13:14:42.713913+00:00
ev_237d2870412f477a,u_00624,ws_0074,societario,3424,1423,5,false,2026-02-18T08:02:26.066790+00:00
ev_4b2c5c86b8a04e38,u_00017,ws_0005,societario,5618,2185,4,false,2026-03-05T14:31:27.783267+00:00
ev_865220408e164be5,u_00010,ws_0003,societario,790,333,8,false,2026-02-25T21:26:28.707823+00:00
ev_ab1868e6fff3482c,u_00054,ws_0008,societario,2537,980,7,false,2026-03-22T02:30:35.978596+00:00
ev_23a20554316244ef,u_00158,ws_0019,civile,3632,1685,7,false,2026-02-14T00:04:36.445246+00:00
ev_55558abb88644671,u_00101,ws_0017,civile,76,154,5,true,2026-02-17T05:17:09.536611+00:00
ev_4e9767fe13e04d09,u_00602,ws_0072,penale,2685,1034,4,false,2026-02-05T21:33:26.701057+00:00
ev_6fd111af2f9244c4,u_00470,ws_0052,lavoro,183,47,7,true,2026-02-09T08:14:27.705113+00:00
ev_edd3d7a616a449be,u_00055,ws_0008,societario,453,116,9,false,2026-03-25T21:18:51.591829+00:00
ev_b0e282a89b9d480a,u_00196,ws_0020,penale,3214,1224,5,false,2026-02-27T22:10:22.379363+00:00
ev_df0bc91eee55473f,u_00116,ws_0017,lavoro,3111,1361,7,false,2026-02-25T05:41:14.213942+00:00
ev_663642517cbf4e5b,u_00659,ws_0076,lavoro,4247,1420,7,false,2026-02-13T17:55:51.890289+00:00
ev_330db45a1f63476b,u_00075,ws_0010,lavoro,4012,1691,7,false,2026-02-18T12:59:13.408448+00:00
ev_106ba0b1190d44da,u_00557,ws_0067,amministrativo,4189,1602,6,false,2026-03-07T09:33:57.512535+00:00
ev_5195febcd8184f1e,u_00364,ws_0036,civile,3968,1624,6,false,2026-02-24T10:04:54.558001+00:00
ev_68a257eeeaa94d5d,u_00032,ws_0005,civile,4174,1592,10,false,2026-02-22T16:26:00.535408+00:00
ev_562ce02aebbf4968,u_00420,ws_0041,tributario,130,61,7,true,2026-02-19T03:33:05.688586+00:00
ev_58c3444e4a544f0f,u_00281,ws_0029,civile,1815,748,4,false,2026-04-15T15:08:36.538355+00:00
ev_aa881de04c6a4a8f,u_00219,ws_0023,lavoro,4245,1436,2,false,2026-02-24T09:31:12.884186+00:00
ev_09cbb5e21dc643f7,u_00363,ws_0036,lavoro,125,20,8,true,2026-03-08T18:44:00.286741+00:00
ev_53216f4fc0e7462f,u_00107,ws_0017,societario,1054,429,7,false,2026-02-11T16:49:46.587254+00:00
ev_5c905f4c36ee4780,u_00515,ws_0062,civile,3043,1221,6,false,2026-03-07T07:06:03.643562+00:00
ev_47754b85f1b64d06,u_00636,ws_0076,lavoro,2963,1363,4,false,2026-03-03T17:39:04.327896+00:00
ev_4cfb8f261ae349e7,u_00673,ws_0077,tributario,3638,1358,8,false,2026-02-21T13:43:16.511061+00:00
ev_e48ac975432b4295,u_00096,ws_0017,civile,2104,792,3,false,2026-03-05T16:44:26.983159+00:00
ev_5527c0ad32e34944,u_00562,ws_0068,societario,2022,820,6,false,2026-02-25T13:55:41.928034+00:00
ev_7432055bb0fc4946,u_00612,ws_0073,lavoro,1449,686,5,false,2026-03-03T12:24:59.603650+00:00
ev_67a947fbe99c4205,u_00121,ws_0018,civile,3586,1398,2,false,2026-03-19T09:20:13.721273+00:00
ev_5dc8d8700714483b,u_00182,ws_0020,societario,3867,1652,7,false,2026-02-24T01:54:54.216227+00:00
ev_80fffd9de5054b9c,u_00427,ws_0041,lavoro,3946,1659,5,false,2026-02-19T20:07:16.350650+00:00
ev_c93dd3b2dae44c9a,u_00545,ws_0067,lavoro,3676,1304,6,false,2026-03-26T06:46:08.082135+00:00
ev_90a650544221465e,u_00024,ws_0005,societario,2820,1183,9,false,2026-03-31T05:12:17.006892+00:00
ev_246cf99bff4b48b1,u_00075,ws_0010,civile,4842,1749,7,false,2026-03-15T13:18:24.854737+00:00
ev_72895d7c0cdb439b,u_00423,ws_0041,societario,1339,540,1,false,2026-03-14T00:40:32.091803+00:00
ev_754f21125754468f,u_00462,ws_0051,lavoro,1071,420,3,false,2026-02-17T23:37:30.788736+00:00
ev_4759f2f68a454539,u_00093,ws_0017,penale,4513,1896,5,false,2026-02-17T13:08:45.172659+00:00
ev_8d826b16f54e4d0d,u_00013,ws_0004,civile,3036,1191,6,false,2026-03-21T18:10:41.475100+00:00
ev_b932a256735f4be4,u_00281,ws_0029,societario,3275,1488,6,false,2026-03-05T23:03:08.681584+00:00
ev_fabb98ddbc044957,u_00405,ws_0041,tributario,3311,1337,9,false,2026-03-28T22:09:28.829252+00:00
ev_8068ce0fc7204119,u_00031,ws_0005,societario,3511,1316,7,false,2026-03-16T15:14:36.082086+00:00
ev_aeef375e82714bfc,u_00123,ws_0018,societario,2741,1095,5,false,2026-02-11T16:47:30.516852+00:00
ev_aaf3d537befd48d3,u_00196,ws_0020,lavoro,454,95,5,false,2026-03-19T23:15:57.571164+00:00
ev_58200b47ec7c4f82,u_00110,ws_0017,civile,3679,1416,6,false,2026-03-13T16:12:40.519439+00:00
ev_41558ccb7594459c,u_00525,ws_0064,civile,3499,1551,6,false,2026-02-10T12:23:02.656055+00:00
ev_589250a6b9894180,u_00330,ws_0034,civile,1787,597,6,false,2026-02-20T15:17:54.193188+00:00
ev_ff76fb75f3ef488f,u_00073,ws_0010,tributario,5236,2049,1,false,2026-02-18T08:31:25.141276+00:00
ev_011db98551e84c52,u_00113,ws_0017,civile,2489,835,7,false,2026-02-22T09:40:28.019669+00:00
ev_e89f84e8603d4754,u_00339,ws_0035,lavoro,87,20,5,true,2026-03-14T17:51:01.164271+00:00
ev_4d511d71e3d84d89,u_00291,ws_0029,lavoro,1494,626,6,false,2026-03-28T21:25:06.174351+00:00
ev_be0a9a1fc9cf4452,u_00268,ws_0029,lavoro,2172,856,3,false,2026-02-05T14:18:25.505633+00:00
ev_4ee9b37a7a0d422d,u_00157,ws_0019,penale,4397,1850,3,false,2026-02-19T18:59:58.021591+00:00
ev_7fbb76f0040b4863,u_00320,ws_0033,civile,936,238,7,false,2026-03-13T19:54:29.646560+00:00
ev_c4d5f9b0165a43ca,u_00126,ws_0018,amministrativo,3605,1587,7,false,2026-03-11T12:56:53.184595+00:00
ev_2d0367ccf32e4c28,u_00203,ws_0020,societario,169,20,8,true,2026-03-11T23:29:15.165676+00:00
ev_0aaed9aaa5904ca9,u_00217,ws_0023,civile,1700,662,7,false,2026-02-16T02:47:50.426962+00:00
ev_d897139152b94e5b,u_00208,ws_0021,societario,118,105,7,true,2026-03-09T13:28:21.851714+00:00
ev_53c3ff657d104831,u_00036,ws_0005,civile,5554,2190,8,false,2026-02-27T04:30:44.426940+00:00
ev_1246159232d148ba,u_00175,ws_0020,civile,969,435,1,false,2026-02-23T18:33:21.778334+00:00
ev_a2bc828efb8047bc,u_00107,ws_0017,civile,3266,1339,10,false,2026-02-24T01:29:34.427735+00:00
ev_ec468e01310e4d03,u_00573,ws_0071,amministrativo,4179,1570,0,false,2026-03-12T03:31:06.462094+00:00
ev_89af5521365d4c90,u_00263,ws_0029,tributario,121,96,4,true,2026-02-19T10:30:26.677368+00:00
ev_c9894a428c8c480b,u_00330,ws_0034,civile,3269,1417,7,false,2026-02-12T05:29:08.648174+00:00
ev_bd7ad3b9788a404b,u_00373,ws_0036,tributario,4645,1944,4,false,2026-02-08T07:46:33.634290+00:00
ev_335fb015de00485d,u_00553,ws_0067,civile,2935,1288,5,false,2026-02-09T17:17:55.432172+00:00
ev_e3a4e6e971a84ef7,u_00414,ws_0041,amministrativo,1963,743,4,false,2026-02-12T23:52:49.160399+00:00
ev_602c2087e821412c,u_00241,ws_0026,societario,61,20,5,true,2026-03-22T17:46:29.084374+00:00
ev_a5e16af5209d431a,u_00155,ws_0019,penale,1046,81,6,false,2026-02-12T15:55:24.267512+00:00
ev_7f48481825394dc7,u_00522,ws_0064,civile,4406,1800,3,false,2026-04-03T03:16:40.736835+00:00
ev_54e2e98324914aab,u_00395,ws_0041,civile,5992,2530,7,false,2026-02-24T21:42:37.127663+00:00
ev_0ad6bfef30dc4daf,u_00387,ws_0041,civile,4500,1596,8,false,2026-03-22T01:52:54.835142+00:00
ev_dde27dee8a154192,u_00331,ws_0035,civile,3350,1329,8,false,2026-03-07T12:34:55.692679+00:00
ev_99ef429d57184798,u_00387,ws_0041,societario,761,512,6,false,2026-03-08T09:54:12.226545+00:00
ev_bd2d58a29a034565,u_00316,ws_0033,societario,2399,882,5,false,2026-02-22T09:16:08.984388+00:00
ev_b079203b14fe4b03,u_00190,ws_0020,civile,120,20,8,true,2026-02-18T20:01:22.750353+00:00
ev_a0ff89a0d7014125,u_00509,ws_0061,amministrativo,3207,1325,5,false,2026-04-05T08:27:30.813328+00:00
ev_bc790eb581f64ef9,u_00429,ws_0041,civile,123,179,5,true,2026-03-07T03:07:04.218128+00:00
ev_d2679e1cb5274f07,u_00613,ws_0074,penale,4499,1730,6,false,2026-03-24T21:00:12.175328+00:00
ev_922a81e6d4054e28,u_00556,ws_0067,amministrativo,3134,1177,6,false,2026-02-15T06:46:23.113595+00:00
ev_9def455df5444f71,u_00658,ws_0076,civile,209,31,4,true,2026-03-02T02:47:03.752472+00:00
ev_b62b0500e7884ac8,u_00421,ws_0041,civile,3362,1377,5,false,2026-03-08T13:53:33.653122+00:00
ev_cd6ac4c51b24431a,u_00324,ws_0033,lavoro,5203,2214,5,false,2026-02-17T20:01:17.998778+00:00
ev_1b47decbc2574079,u_00093,ws_0017,lavoro,3545,1475,3,false,2026-03-01T18:43:46.740044+00:00
ev_4bbfc0044a7940bd,u_00190,ws_0020,lavoro,2884,1120,10,false,2026-03-25T15:03:09.203219+00:00
ev_796162f046cf4ea9,u_00386,ws_0041,amministrativo,2357,964,2,false,2026-03-23T11:12:56.861564+00:00
ev_505e7cf731ba45d3,u_00369,ws_0036,civile,3097,1059,5,false,2026-03-05T08:35:33.599740+00:00
ev_d6f2170aba4a4c42,u_00617,ws_0074,civile,4329,1641,3,false,2026-03-02T06:24:20.847228+00:00
ev_eeec7965e840481b,u_00346,ws_0036,civile,2600,841,2,false,2026-02-22T09:15:45.238460+00:00
ev_b1c1bda9d2584138,u_00211,ws_0021,civile,1201,572,6,false,2026-03-10T22:21:33.128075+00:00
ev_2fe0436903aa477c,u_00610,ws_0072,lavoro,2809,1165,5,false,2026-02-16T06:55:54.638952+00:00
ev_2297f41c56754e6c,u_00292,ws_0029,civile,114,63,4,true,2026-02-28T17:06:11.462440+00:00
ev_7e6b3136bf414020,u_00623,ws_0074,amministrativo,1704,479,4,false,2026-02-15T20:27:34.317523+00:00
ev_8bdb4aca78ad4ed1,u_00085,ws_0015,societario,87,20,9,true,2026-04-10T03:31:01.858273+00:00
ev_8d534ace93354254,u_00067,ws_0010,penale,3383,1432,6,false,2026-03-16T01:13:04.305486+00:00
ev_6f4fe43f29fe4fda,u_00209,ws_0021,civile,31,20,5,true,2026-02-10T22:37:54.755465+00:00
ev_a522334683f944ea,u_00511,ws_0061,civile,3402,1376,5,false,2026-02-24T04:00:12.612255+00:00
ev_f98ca28a6da64da5,u_00098,ws_0017,civile,2179,895,5,false,2026-02-17T21:34:39.744215+00:00
ev_efa1102c26bb4a66,u_00431,ws_0041,lavoro,4966,1989,7,false,2026-02-27T03:32:50.671322+00:00
ev_2b44a81028da4e00,u_00265,ws_0029,civile,20,20,7,true,2026-02-28T16:16:25.106871+00:00
ev_5b398d9728d04da3,u_00201,ws_0020,societario,5112,2016,7,false,2026-02-26T00:18:16.693061+00:00
ev_f452f48602bd4948,u_00103,ws_0017,civile,3841,1417,5,false,2026-03-25T16:17:55.915303+00:00
ev_4772b2904caf436b,u_00562,ws_0068,civile,2569,1138,3,false,2026-02-17T03:02:15.179383+00:00
ev_67878893712a4477,u_00105,ws_0017,tributario,60,32,4,true,2026-03-19T22:46:58.319480+00:00
ev_2bbfbac19def4924,u_00470,ws_0052,civile,109,20,4,true,2026-02-21T22:12:45.330522+00:00
ev_92e112578ffc4c74,u_00386,ws_0041,civile,2535,981,3,false,2026-02-09T16:23:05.969224+00:00
ev_2989e5f1aa9e4c3f,u_00066,ws_0010,lavoro,4513,1799,3,false,2026-02-12T11:04:40.313142+00:00
ev_6ee216dcebb64b49,u_00282,ws_0029,amministrativo,4026,1526,8,false,2026-03-27T02:11:03.844154+00:00
ev_e048ec6e50064d8a,u_00204,ws_0020,societario,4376,1778,5,false,2026-03-27T12:12:06.293158+00:00
ev_26f9f8febe03423b,u_00182,ws_0020,penale,177,20,5,true,2026-02-20T01:59:08.487038+00:00
ev_0d3e2bdb71db4447,u_00639,ws_0076,civile,2215,675,6,false,2026-03-14T07:42:57.450368+00:00
ev_80c5b837ed824855,u_00069,ws_0010,civile,175,27,6,true,2026-03-05T17:47:28.254570+00:00
ev_ffdcc196957d4df0,u_00087,ws_0016,civile,4208,1668,5,false,2026-03-16T13:17:23.523079+00:00
ev_e7a2ab83925149db,u_00178,ws_0020,civile,2080,891,8,false,2026-02-20T01:09:02.407780+00:00
ev_6659abdeef1a4778,u_00360,ws_0036,societario,3177,1431,4,false,2026-03-23T14:28:17.208954+00:00
ev_148552c39633480b,u_00318,ws_0033,societario,1174,288,6,false,2026-04-02T01:10:51.224050+00:00
ev_c2cd6bde4c4246b6,u_00315,ws_0033,civil,3458,1395,6,false,2026-02-21T20:20:08.982064+00:00
ev_1b7c20238c9d487d,u_00218,ws_0023,societario,4206,1600,7,false,2026-03-10T08:45:06.171967+00:00
ev_f5c0f11872b44afb,u_00623,ws_0074,civile,1935,844,8,false,2026-04-03T01:28:39.068294+00:00
ev_44a7ac9ea51b46c5,u_00572,ws_0071,tributario,4077,1625,4,false,2026-02-21T13:03:59.794529+00:00
ev_e444a0453402494d,u_00561,ws_0068,lavoro,5105,2032,5,false,2026-02-28T13:37:52.639387+00:00
ev_62b0e01f89684445,u_00218,ws_0023,civile,2524,965,8,false,2026-03-10T12:37:16.792234+00:00
ev_ffe749825ebc4f34,u_00619,ws_0074,amministrativo,3016,1096,8,false,2026-02-04T07:35:25.072545+00:00
ev_abfa967a7afc4e41,u_00610,ws_0072,civile,300,276,6,false,2026-03-29T17:38:29.309075+00:00
ev_cf1f5ad0e7a945bf,u_00034,ws_0005,amministrativo,4745,1775,5,false,2026-02-10T19:43:03.518242+00:00
ev_8fbee18279c04b31,u_00106,ws_0017,societario,4006,1400,6,false,2026-03-01T01:05:33.726603+00:00
ev_64e2aea35efe418f,u_00650,ws_0076,civile,1045,335,4,false,2026-03-06T22:08:55.339648+00:00
ev_0b4a908b77a540ee,u_00552,ws_0067,civile,900000,1046,5,false,2026-03-18T05:14:36.289013+00:00
ev_b30fbead02454686,u_00425,ws_0041,lavoro,3681,1377,6,false,2026-03-20T23:43:18.203820+00:00
ev_b144ca2a2d784a8c,u_00404,ws_0041,societario,4211,1683,5,false,2026-02-28T03:55:47.214359+00:00
ev_84b916e4033640bb,u_00353,ws_0036,civile,2170,973,7,false,2026-02-04T05:50:16.063024+00:00
ev_349490e9200e409a,u_00085,ws_0015,lavoro,1935,818,5,false,2026-02-16T16:50:14.171497+00:00
ev_b1a20cc47d1b4ffc,u_00295,ws_0029,civile,3962,1585,4,false,2026-03-30T06:00:21.012325+00:00
ev_9bf7fc69064c4e6d,u_00110,ws_0017,tributario,23,20,3,true,2026-03-19T01:18:23.283119+00:00
ev_4e5f648051824fbc,u_00301,ws_0031,amministrativo,178,234,6,true,2026-02-23T19:13:26.776730+00:00
ev_e1e2b2208a81434d,u_00173,ws_0020,lavoro,21,127,4,true,2026-02-20T07:56:14.273737+00:00
ev_d63104aa051f442f,u_00287,ws_0029,lavoro,1557,606,5,false,2026-03-13T17:13:12.615481+00:00
ev_7ea90c0a15f04d4a,u_00011,ws_0003,tributario,4051,1654,5,false,2026-03-04T16:19:57.810242+00:00
ev_c8b8ec0822ca4786,u_00135,ws_0018,societario,4213,1587,7,false,2026-03-04T22:42:14.628628+00:00
ev_93a705cd88194aee,u_00249,ws_0026,societario,227,144,2,true,2026-03-14T05:08:35.413325+00:00
ev_8059b243b2394dec,u_00164,ws_0020,Civile,5619,2218,8,false,2026-02-20T00:09:23.038853+00:00
ev_1c2c8af5207d4d44,u_00424,ws_0041,amministrativo,3635,1508,8,false,2026-03-02T18:35:17.621078+00:00
ev_4db4f7edbfe743e4,u_00036,ws_0005,civile,3651,1353,1,false,2026-02-18T19:02:29.456135+00:00
ev_4458925bafcf47c6,u_00438,ws_0043,civile,5026,1858,6,false,2026-03-26T06:13:29.393397+00:00
ev_961ae48b446a490a,u_00109,ws_0017,civile,160,144,4,true,2026-03-30T07:47:12.425554+00:00
ev_19eb7b86af804a64,u_00135,ws_0018,civile,3298,1250,4,false,2026-02-20T02:28:35.996337+00:00
ev_0bec456e6c924360,u_00220,ws_0023,lavoro,3709,1465,7,false,2026-02-20T04:09:14.567755+00:00
ev_712fb16e56c64e76,u_00279,ws_0029,penale,68,20,4,true,2026-03-01T06:07:18.742012+00:00
ev_2b15f101c871452b,u_00182,ws_0020,civile,2015,678,7,false,2026-03-11T02:51:13.209154+00:00
ev_ef8787beea1a4b5a,u_00305,ws_0031,penale,1171,425,8,false,2026-03-15T01:38:14.366789+00:00
ev_243406d61da246c4,u_00207,ws_0021,civile,5138,2067,2,false,2026-04-12T12:16:47.846913+00:00
ev_3d9d25ea45f14219,u_00283,ws_0029,civile,83,166,5,true,2026-03-28T22:40:55.011659+00:00
ev_86f93ec5c7eb47be,u_00345,ws_0036,lavoro,3159,1226,2,false,2026-03-01T10:27:45.861579+00:00
ev_537ce8901bf042a2,u_00622,ws_0074,penale,4022,1554,1,false,2026-03-16T11:28:31.897814+00:00
ev_be234e0824f54d18,u_00645,ws_0076,penale,2616,983,4,false,2026-03-05T02:00:47.201035+00:00
ev_5439633cf98e4903,u_00343,ws_0035,civile,2283,901,7,false,2026-03-12T17:39:11.218656+00:00
ev_88de45d1d4b1416e,u_00117,ws_0017,lavoro,5703,2275,8,false,2026-02-18T01:28:39.348695+00:00
ev_c854960d95d94e4f,u_00044,ws_0005,amministrativo,2479,976,7,false,2026-03-29T18:36:42.993591+00:00
ev_2f8c02dc286745ad,u_00577,ws_0071,civile,3687,1657,7,false,2026-03-09T09:56:54.316005+00:00
ev_d3b131dda4134148,u_00395,ws_0041,lavoro,2894,1243,4,false,2026-03-08T17:15:00.023447+00:00
ev_d5ba229531e84f6c,u_00123,ws_0018,penale,1599,535,3,false,2026-02-23T16:45:06.248239+00:00
ev_3c21941b17b940d8,u_00182,ws_0020,civile,4058,1563,5,false,2026-02-23T21:41:52.927185+00:00
ev_acf82b040d6446fe,u_00011,ws_0003,tributario,3800,1500,8,false,2026-02-09T15:10:21.820254+00:00
ev_39a34cc50c494123,u_00096,ws_0017,lavoro,63,51,4,true,2026-03-04T13:24:08.594701+00:00
ev_34128fab20f847a8,u_00427,ws_0041,societario,3733,1446,7,false,2026-03-04T07:23:46.832747+00:00
ev_1bf1ac972ffb4162,u_00294,ws_0029,amministrativo,83,108,6,true,2026-03-06T16:11:02.034490+00:00
ev_c9a007c957fb4fd2,u_00183,ws_0020,tributario,4532,1704,7,false,2026-03-06T01:15:47.240846+00:00
ev_f4af8e6e245f4919,u_00318,ws_0033,societario,3316,1238,6,false,2026-03-14T16:13:30.927546+00:00
ev_a6128860396b4ef3,u_00196,ws_0020,civile,3082,1208,9,false,2026-03-05T09:36:54.242644+00:00
ev_cd49f3856a304038,u_00566,ws_0069,tributario,3068,1280,3,false,2026-02-22T05:21:25.943032+00:00
ev_de89003db0834925,u_00347,ws_0036,lavoro,3208,1416,4,false,2026-03-04T12:52:26.150040+00:00
ev_411536e754f64e54,u_00185,ws_0020,societario,3348,1269,5,false,2026-03-12T02:35:48.735165+00:00
ev_d0ea544265174bf5,u_00326,ws_0033,civile,3361,1125,5,false,2026-03-07T20:46:08.226994+00:00
ev_89dd9012b54a432b,u_00368,ws_0036,civile,2459,1120,8,false,2026-02-15T10:07:17.053373+00:00
ev_09b7d44f48d14694,u_00132,ws_0018,civile,97,137,7,true,2026-03-17T16:58:02.885154+00:00
ev_5c706a1b38684aa0,u_00260,ws_0028,lavoro,4163,1590,8,false,2026-02-28T03:15:48.767935+00:00
ev_bfc609d732cb45fc,u_00266,ws_0029,civile,3572,1360,2,false,2026-02-05T11:15:12.706974+00:00
ev_b1ee5b2430e44676,u_00655,ws_0076,civile,3500,1489,5,false,2026-03-28T02:01:44.411444+00:00
ev_81983b7fc2cf434f,u_00137,ws_0018,lavoro,3606,1541,6,false,2026-02-21T05:07:24.470074+00:00
ev_bd8b1a93928642cf,u_00297,ws_0029,societario,3262,1302,6,false,2026-02-14T08:21:29.561352+00:00
ev_df0b341431ef48dc,u_00564,ws_0069,civile,4142,1765,7,false,2026-02-13T22:35:50.675641+00:00
ev_8ed7efa00f574119,u_00259,ws_0028,civile,3580,1343,5,false,2026-03-10T06:39:33.812570+00:00
ev_1e309235f15f4c0a,u_00411,ws_0041,lavoro,3922,1498,4,false,2026-02-15T23:11:00.875366+00:00
ev_d5801ae62d354a4a,u_00660,ws_0077,societario,2353,805,4,false,2026-02-26T14:13:50.235667+00:00
ev_2b6c39655b194245,u_00217,ws_0023,penale,4384,1829,4,false,2026-04-01T07:23:01.315709+00:00
